nombre_cancion,anio,mes,reproducciones,likes
Voces,2023,Marzo,4021,2975
Contratiempo,2018,Marzo,2302,2714
Pulso Final,2020,Agosto,2170,1316
Última Vez,2021,Febrero,3411,3211
Inercia,2018,Enero,4553,4766
Callejón,2021,Noviembre,1618,3232
Tensión,2015,Junio,4396,3160
Siluetas,2018,Marzo,3805,4548
Último Latido,2021,Noviembre,1423,2738
Nostalgia,2022,Marzo,672,1292
Inercia,2025,Julio,2542,1061
Despierta,2022,Julio,3535,1474
Desconexión,2021,Septiembre,2496,4005
Desorden,2024,Marzo,3867,1329
Cicatrices,2023,Mayo,2454,1970
A Media Luz,2020,Noviembre,2136,2311
Cicatrices,2021,Mayo,3735,3234
Laberinto,2021,Febrero,1442,1993
Desorden,2017,Septiembre,4380,604
Tiempo Muerto,2020,Septiembre,2412,428
Sutil,2018,Enero,982,2316
Callejón,2015,Septiembre,4404,1768
Alma Libre,2020,Junio,467,4988
Ruido Blanco,2018,Febrero,1212,2875
Última Vez,2023,Septiembre,1114,2413
Claroscuro,2021,Diciembre,4673,2908
Horizonte,2020,Noviembre,3829,3981
Gravedad,2019,Marzo,3980,1552
Niebla,2023,Septiembre,3197,3931
Horizonte Rojo,2015,Junio,1819,3930
Fantasmas,2022,Diciembre,1863,4932
Mil Vidas,2023,Noviembre,699,1623
Latente,2021,Septiembre,4983,2971
Recuerdos,2016,Marzo,3158,3685
Sutil,2020,Marzo,2470,3602
Fuego Interno,2015,Marzo,1845,4205
Ruido Blanco,2023,Octubre,3820,3251
Eco Final,2020,Julio,1855,3919
Lento Adiós,2024,Junio,2884,1449
Resonancia,2018,Enero,3165,4904
Lluvia de Estrellas,2022,Diciembre,4040,4813
Contratiempo,2017,Julio,4571,1692
Renacer,2017,Diciembre,348,384
Latente,2023,Febrero,1493,1983
Mirada Fría,2015,Mayo,165,804
Instante,2020,Enero,1943,772
Alma Libre,2019,Junio,1518,3916
A Contraluz,2016,Junio,2795,2492
A Media Luz,2020,Mayo,3985,4264
Destino Cruzado,2016,Septiembre,4735,2717
Latidos,2015,Junio,1313,3533
Ecos,2020,Marzo,1898,3548
Latente,2024,Junio,3817,2514
Sin Control,2025,Febrero,954,4251
Gravedad,2020,Octubre,4829,4113
Fuego Interno,2016,Enero,623,81
Vértice,2022,Octubre,1526,3314
Inercia,2017,Febrero,2217,2216
Tensión,2020,Octubre,4516,2102
Fantasmas,2025,Noviembre,3627,2967
Horizonte,2018,Abril,4843,853
Destino Cruzado,2023,Junio,4757,2470
Sombras II,2022,Marzo,1872,2075
Lento Adiós,2020,Marzo,681,4691
Sutil,2016,Abril,399,4882
Alma Libre,2024,Octubre,1489,1069
A Contraluz,2025,Diciembre,138,1325
Sin Filtro,2023,Septiembre,4011,4394
Antes del Silencio,2021,Septiembre,4585,4584
Sombras del Ayer,2017,Julio,3908,4638
A Media Luz,2024,Septiembre,1128,1381
Última Vez,2018,Septiembre,1683,1527
Laberinto,2018,Mayo,2007,177
Corazón Eléctrico,2018,Mayo,3772,1896
Mirada Fría,2025,Diciembre,2579,1199
Cenizas,2024,Noviembre,1344,623
Oscuridad Total,2016,Mayo,747,3686
Despierto,2022,Febrero,764,1194
Horizonte Rojo,2015,Septiembre,1513,1953
Sin Control,2021,Septiembre,436,4913
Colisión,2024,Junio,3853,3554
Contratiempo,2022,Abril,649,2370
A Contraluz,2019,Septiembre,4203,80
Punto Ciego,2023,Septiembre,2724,2637
Sombras del Ayer,2020,Noviembre,2021,3768
Último Latido,2020,Agosto,3274,1675
Sin Control,2019,Junio,3022,1685
Intermitente,2024,Febrero,3244,1077
Pálpito,2017,Mayo,1279,2751
Renacer,2023,Enero,29,1668
Llama Azul,2023,Febrero,3282,467
Distancia,2017,Febrero,1923,1353
Ausencia,2016,Octubre,2162,1770
Alma Libre,2020,Diciembre,4707,3273
Última Vez,2024,Marzo,855,1095
Equilibrio,2018,Enero,2551,1901
Vértice,2025,Julio,2553,3344
Contratiempo,2024,Agosto,1467,3756
Voces,2015,Enero,2870,4892
Mirada Fría,2019,Septiembre,940,585
Contratiempo,2022,Noviembre,1339,851
Claroscuro,2022,Agosto,2790,3590
Voces,2025,Enero,2054,4998
Repetición,2025,Septiembre,1725,1091
Horizonte Rojo,2015,Enero,2363,2470
Cenizas,2017,Junio,2514,3384
Ecos,2018,Mayo,4539,2635
Nostalgia,2022,Junio,1891,4415
Alma Libre,2017,Junio,1285,4550
Después de Ti,2015,Octubre,2907,4136
Callejón,2015,Octubre,2915,3245
Vértigo,2016,Junio,1842,2962
Desfase,2023,Febrero,2979,3549
Siluetas,2021,Noviembre,936,4833
Corazón Eléctrico,2021,Abril,515,4191
Sutil,2017,Enero,2386,2856
Eterno,2021,Diciembre,685,369
Gravedad,2024,Junio,405,169
Retroceso,2024,Septiembre,2460,2242
Fantasmas,2021,Junio,3660,955
Callejón,2020,Agosto,1674,4332
Marea Alta,2023,Noviembre,660,289
Espiral,2025,Mayo,4733,955
Desvelo,2019,Julio,1199,635
Pálpito,2022,Marzo,1860,2390
Tiempo Muerto,2018,Noviembre,867,2201
Inercia,2015,Abril,2035,53
Reinicio,2018,Agosto,3180,2445
Fragmentos,2015,Enero,4291,2633
Instante,2016,Octubre,531,4563
Horizonte,2024,Junio,4167,4173
Desvelo II,2023,Marzo,4166,2009
Callejón,2015,Septiembre,148,46
A Media Luz,2020,Julio,3876,2109
Pulso,2016,Abril,2675,3000
Marea Alta,2019,Diciembre,2585,719
Caos,2018,Octubre,4778,4334
Cicatrices,2022,Octubre,1294,574
Antes del Silencio,2017,Diciembre,467,257
Repetición,2022,Marzo,3173,2669
Fragmentos,2021,Julio,104,4338
Punto Ciego,2019,Abril,4335,75
Renacer,2018,Abril,123,1756
Alma Libre,2021,Junio,1152,1905
Instinto,2023,Noviembre,2962,3372
Punto Final,2020,Enero,2909,3779
Destino Cruzado,2021,Julio,1623,4016
Desorden,2025,Enero,1801,808
Cenizas,2019,Octubre,4576,3245
Horizonte Rojo,2015,Abril,4496,1079
Vértigo,2016,Febrero,2799,4659
Desvelo II,2025,Noviembre,2626,2346
Última Vez,2025,Junio,2325,3108
Último Latido,2025,Febrero,3044,2005
Mirada Fría,2016,Mayo,4081,4133
Desvelo II,2021,Mayo,1519,3667
Desorden,2023,Septiembre,1319,1233
A Contrarreloj,2024,Noviembre,2221,14
Intermitente,2023,Julio,1078,2326
Al Límite,2020,Octubre,406,3394
Sin Filtro,2023,Agosto,64,405
Colisión,2015,Septiembre,213,2831
Instante,2020,Abril,1769,4657
Recuerdos,2023,Abril,2818,3440
Pálpito,2019,Febrero,3403,3115
Destino Cruzado,2017,Octubre,1883,639
Al Límite,2022,Septiembre,1298,3816
Cenizas,2023,Junio,4424,2401
Después de Ti,2023,Diciembre,3010,2727
Contratiempo,2022,Abril,4772,2399
Ruido Blanco,2022,Septiembre,2657,4440
Cenizas,2024,Agosto,310,1604
Colisión,2022,Abril,2043,3642
Callejón,2024,Febrero,177,3030
Pálpito,2021,Marzo,537,3721
Pulso,2020,Febrero,2677,4552
Punto Final,2019,Febrero,4327,3321
Callejón,2020,Marzo,2355,4917
Voces,2017,Diciembre,2310,2358
Sombras del Ayer,2019,Abril,1329,778
Lento Adiós,2020,Enero,4600,1125
Eco Final,2024,Agosto,2738,2352
Eterno,2017,Junio,4803,3951
Vértice,2017,Diciembre,4986,3287
Desconexión,2024,Diciembre,212,3670
Entre Sombras,2024,Diciembre,4684,4195
Renacer,2020,Septiembre,2090,4518
Alma Libre,2020,Junio,3258,2424
Ecos,2024,Enero,1767,547
Desorden,2023,Noviembre,2700,4111
Desconexión,2016,Enero,725,1695
Colisión,2015,Febrero,3967,4801
Entre Sombras,2023,Febrero,1718,1767
Latidos,2025,Septiembre,4598,2970
Nostalgia,2022,Febrero,3776,3233
Intermitente,2016,Octubre,4519,2308
Lluvia de Estrellas,2016,Septiembre,4681,3821
Caída Libre,2024,Junio,3171,3506
Renacer,2021,Enero,4550,1642
Distancia,2017,Noviembre,1674,4111
Recuerdos,2021,Septiembre,2653,3006
Entre Sombras,2019,Abril,4474,2879
Punto Ciego,2019,Octubre,4028,728
Vértigo,2023,Octubre,4139,4402
Niebla,2020,Enero,3186,4204
Eco Final,2016,Octubre,1901,2824
Desconexión,2022,Abril,2587,3672
Lluvia de Estrellas,2016,Septiembre,4104,3107
Pálpito,2021,Abril,3057,865
Repetición,2022,Agosto,217,2832
Espiral,2018,Mayo,1314,3595
Ausencia,2017,Junio,4681,1232
Lento Adiós,2019,Febrero,1322,2490
Último Latido,2015,Diciembre,4719,4451
Cenizas,2023,Octubre,2796,2173
Eterno,2022,Julio,4875,448
Último Latido,2016,Abril,2081,2381
Ruido Blanco,2015,Julio,3956,2332
Instinto,2020,Febrero,898,2011
Sombras II,2025,Enero,3021,636
Mil Vidas,2020,Septiembre,4338,2454
Última Vez,2016,Julio,1140,422
Pecado,2024,Agosto,2519,840
Distancia,2015,Enero,4884,57
Último Latido,2022,Noviembre,657,4146
Tiempo Muerto,2023,Julio,2032,3838
Llama Azul,2018,Agosto,4701,2489
Antes del Silencio,2023,Marzo,4175,1964
Repetición,2017,Noviembre,975,831
Punto Ciego,2016,Enero,3643,239
Última Vez,2019,Febrero,2182,660
Mirada Fría,2025,Julio,2161,1707
Cenizas,2020,Julio,1831,3554
Cicatrices,2023,Mayo,420,1359
Recuerdos,2024,Marzo,1208,529
Entre Sombras,2015,Julio,4855,2881
Intermitente,2024,Marzo,1368,664
Última Vez,2017,Enero,4738,3478
A Media Luz,2023,Diciembre,2869,2254
Ruido Blanco,2022,Enero,371,3062
Instinto,2022,Mayo,2513,2101
Resonancia,2019,Abril,2366,2406
Nostalgia,2015,Noviembre,110,1041
Fantasmas,2015,Noviembre,3650,3759
Contratiempo,2016,Febrero,3931,2052
Despierta,2019,Julio,964,3897
Repetición,2018,Mayo,4610,1709
Nostalgia,2024,Agosto,3017,3482
Caída Libre,2019,Enero,764,3709
Lluvia de Estrellas,2018,Noviembre,3981,1780
A Contrarreloj,2017,Marzo,2163,2487
Latidos,2021,Mayo,4673,4069
Reinicio,2024,Octubre,4426,1307
Ecos,2015,Septiembre,2,2853
Ciudad Rota,2025,Enero,831,3825
Tensión,2021,Diciembre,1586,753
Colisión,2018,Mayo,1101,3175
Reinicio,2016,Mayo,577,1168
Horizonte,2025,Enero,1219,2822
Repetición,2017,Octubre,1404,1624
Retroceso,2017,Febrero,3653,3319
Caída Libre,2020,Julio,68,95
Marea Alta,2017,Febrero,3258,4955
Entre Sombras,2023,Marzo,2429,4154
Punto Ciego,2018,Julio,1308,394
Sutil,2018,Diciembre,21,681
Caos,2021,Julio,1846,2077
Destino Cruzado,2023,Junio,2258,2311
Intermitente,2017,Marzo,3053,3314
Caída Libre,2023,Octubre,4547,2464
Sutil,2020,Agosto,384,1149
Ciudad Rota,2021,Febrero,2487,3273
Entre Sombras,2022,Diciembre,2064,2647
Despierta,2017,Febrero,3514,2551
Pulso,2017,Diciembre,556,3848
Eco Final,2021,Agosto,355,3790
Al Límite,2024,Julio,1110,3034
Eco Final,2023,Septiembre,550,2260
Vértice,2022,Marzo,3914,2245
Pecado,2024,Marzo,203,2102
Sin Mirar Atrás,2020,Febrero,842,2913
Instinto,2025,Octubre,1872,2183
Alma Libre,2021,Junio,3148,178
A Contraluz,2016,Septiembre,2298,2695
Nostalgia,2018,Octubre,4362,934
Despierto,2019,Mayo,1999,265
Mirada Fría,2023,Diciembre,165,2627
Espiral,2021,Enero,2757,29
Punto Ciego,2024,Noviembre,1819,2303
Tiempo Muerto,2019,Agosto,3862,155
Punto Ciego,2018,Noviembre,1850,1715
Mirada Fría,2020,Agosto,4974,3183
Latidos,2021,Agosto,4265,1801
Ausencia,2023,Septiembre,1486,2053
Marea Alta,2019,Mayo,2846,1375
Niebla,2024,Enero,579,3183
Inercia,2020,Octubre,4006,1962
Lento Adiós,2019,Septiembre,4824,311
Vértigo,2020,Febrero,4874,3735
Eco Final,2022,Enero,1241,81
Fantasmas,2021,Julio,27,2810
Espiral,2024,Julio,3782,18
Niebla,2017,Noviembre,3784,1228
Claroscuro,2022,Mayo,4508,3466
Ciudad Rota,2025,Agosto,4871,3106
Ritmo Urbano,2016,Febrero,734,3189
Caos,2024,Septiembre,4928,4094
Tensión,2018,Mayo,2996,4038
Entre Sombras,2019,Julio,2948,2917
Alma Libre,2016,Agosto,3479,2273
A Contraluz,2018,Abril,1755,1236
Sutil,2022,Diciembre,3798,1218
Distancia,2023,Julio,3134,4166
A Contraluz,2015,Octubre,3246,4322
Ruido Blanco,2024,Febrero,3201,4680
Pálpito,2025,Agosto,4260,413
Distancia,2021,Agosto,1716,2380
Tiempo Muerto,2018,Enero,1364,514
Tiempo Muerto,2016,Octubre,3180,1777
Horizonte Rojo,2016,Noviembre,754,4127
Alma Libre,2016,Mayo,3152,1073
Resonancia,2022,Junio,3789,2875
Marea Alta,2025,Noviembre,448,3700
Pecado,2020,Febrero,3814,98
Destino Cruzado,2019,Junio,865,3435
Despierto,2020,Abril,1064,3627
Horizonte Rojo,2022,Enero,1597,1679
Retroceso,2018,Octubre,622,531
Marea Alta,2015,Abril,2264,4576
Punto Final,2018,Septiembre,1385,433
Equilibrio,2017,Febrero,4968,4356
Caos,2020,Julio,1384,2439
Ausencia,2023,Diciembre,542,4028
Tiempo Muerto,2025,Marzo,2912,3499
Sin Control,2021,Mayo,168,3245
Callejón,2020,Julio,3550,3326
Eterno,2017,Marzo,1003,3277
Pulso Final,2023,Octubre,1260,829
Ritmo Urbano,2018,Diciembre,1498,912
Fuego Interno,2023,Mayo,3367,2718
Horizonte,2015,Mayo,3548,4203
Desfase,2017,Agosto,2572,3256
Cicatrices,2024,Septiembre,3886,2477
A Media Luz,2024,Octubre,1788,425
Vértigo,2015,Diciembre,3002,4520
Desfase,2018,Abril,1473,4204
Último Latido,2016,Febrero,2968,4223
Noches de Neón,2015,Agosto,1188,2717
Mil Vidas,2020,Noviembre,1422,2328
Retroceso,2022,Mayo,2312,2769
Lento Adiós,2024,Enero,4357,1869
Noches de Neón,2019,Enero,3629,843
Sombras II,2025,Abril,1338,2771
Pulso Final,2025,Enero,2765,2630
Destino Cruzado,2018,Diciembre,4899,4792
Desfase,2017,Septiembre,124,254
Sombras del Ayer,2022,Julio,1748,2718
Tiempo Muerto,2017,Junio,1126,2373
Latente,2019,Octubre,2875,3511
Antes del Silencio,2023,Noviembre,4977,3525
Renacer,2025,Mayo,1660,3573
Equilibrio,2023,Septiembre,2615,3645
Ausencia,2024,Noviembre,2143,385
Instante,2016,Mayo,1025,1662
Fantasmas,2021,Octubre,966,1823
Entre Sombras,2025,Febrero,3499,2880
Sutil,2020,Noviembre,4547,2494
Despierta,2024,Julio,696,3959
Sombras II,2019,Marzo,1498,981
Ritmo Urbano,2022,Marzo,4936,2416
Ritmo Urbano,2022,Noviembre,4385,1230
Repetición,2025,Enero,1619,2017
Cicatrices,2020,Julio,4769,2758
Sin Control,2021,Marzo,1623,3448
Pecado,2020,Noviembre,4634,2930
Fantasmas,2020,Junio,982,1315
Llama Azul,2022,Mayo,4482,3099
Distancia,2018,Junio,695,1505
Latidos,2023,Diciembre,4613,4754
Fuego Interno,2021,Septiembre,1469,3669
Renacer,2025,Mayo,2255,4780
Pulso Final,2022,Agosto,4509,2841
Claroscuro,2020,Febrero,1224,2991
Fantasmas,2018,Octubre,680,3511
Después de Ti,2017,Julio,1369,4700
Llama Azul,2016,Mayo,1012,3539
Sin Control,2019,Mayo,851,998
Recuerdos,2019,Junio,1544,57
Punto Ciego,2015,Junio,2269,4932
Oscuridad Total,2023,Octubre,3962,2242
Después de Ti,2024,Octubre,4655,1859
Lento Adiós,2021,Febrero,4387,2825
Ritmo Urbano,2023,Octubre,477,2290
Desfase,2015,Mayo,772,216
Niebla,2018,Julio,1589,4003
Noches de Neón,2018,Enero,3619,1609
Siluetas,2019,Diciembre,2895,787
Lluvia de Estrellas,2016,Septiembre,316,796
Caída Libre,2020,Diciembre,635,409
Ritmo Urbano,2016,Enero,2342,2036
Punto Ciego,2016,Abril,2748,4546
Recuerdos,2020,Diciembre,1425,1773
Tiempo Muerto,2018,Junio,1088,1397
Pecado,2023,Noviembre,404,2177
Tensión,2016,Septiembre,2333,2550
Gravedad,2020,Diciembre,664,1390
Punto Ciego,2020,Abril,2582,2885
Voces,2021,Abril,799,4693
A Contrarreloj,2016,Julio,828,966
Ritmo Urbano,2021,Febrero,3612,184
Fantasmas,2015,Agosto,2395,1571
Desorden,2016,Enero,900,1118
Ecos,2018,Enero,4943,3106
Caos,2021,Marzo,3296,2792
Eterno,2015,Julio,1626,1635
Sin Control,2017,Junio,1232,4581
Contratiempo,2016,Agosto,2395,74
Eco Final,2023,Febrero,1137,3344
Último Latido,2019,Marzo,1020,1867
Fantasmas,2016,Mayo,3252,3112
Callejón,2015,Julio,891,3564
A Contraluz,2019,Diciembre,407,744
Tiempo Muerto,2021,Septiembre,3831,3291
Corazón Eléctrico,2018,Septiembre,3669,4216
Eterno,2024,Mayo,4747,1342
Último Latido,2018,Enero,2596,1308
Desvelo,2025,Septiembre,4294,1890
Resonancia,2024,Noviembre,218,1346
Caída Libre,2023,Julio,2102,530
Desconexión,2018,Abril,4939,2166
Mil Vidas,2022,Mayo,4476,4467
Callejón,2020,Junio,930,1662
Repetición,2020,Diciembre,4012,1376
Claroscuro,2024,Septiembre,28,22
Ciudad Rota,2017,Marzo,2152,1198
Tiempo Muerto,2016,Junio,279,2018
Caos,2017,Enero,1253,4820
Callejón,2015,Septiembre,4981,654
Eco Final,2024,Mayo,1448,1337
Fuego Interno,2019,Enero,297,4112
Cicatrices,2024,Junio,4764,1909
Mil Vidas,2016,Julio,4371,830
Ecos,2020,Julio,3983,4638
Pulso Final,2015,Febrero,11,352
Recuerdos,2021,Octubre,1311,4761
Alma Libre,2019,Febrero,1025,1018
Desorden,2023,Julio,1157,1620
Caída Libre,2017,Agosto,4598,4305
Equilibrio,2017,Diciembre,3813,1766
Ecos,2015,Diciembre,3031,529
Resonancia,2015,Marzo,4361,3262
Desvelo,2025,Agosto,4040,88
Inercia,2025,Julio,2686,4871
A Contraluz,2020,Junio,3177,3317
Sin Mirar Atrás,2018,Noviembre,1064,1478
Alma Libre,2021,Mayo,3005,878
Tensión,2024,Octubre,381,1757
A Media Luz,2022,Febrero,2714,1104
Repetición,2018,Diciembre,4743,884
Eterno,2022,Octubre,4957,4617
Voces,2021,Julio,198,1707
Pálpito,2016,Marzo,1119,1991
Al Límite,2023,Febrero,1654,518
Mil Vidas,2016,Septiembre,3195,1407
Oscuridad Total,2018,Marzo,2672,4077
Nostalgia,2025,Septiembre,3271,3299
Tiempo Muerto,2025,Diciembre,3292,4337
Siluetas,2018,Febrero,2725,2009
Despierto,2021,Noviembre,3476,3643
A Contrarreloj,2020,Noviembre,4666,768
Sutil,2017,Abril,3211,377
A Media Luz,2019,Julio,706,4168
Despierta,2023,Agosto,1107,4775
Entre Sombras,2024,Febrero,3471,2671
Alma Libre,2018,Enero,879,3232
Pulso Final,2022,Julio,2545,1612
Voces,2023,Diciembre,759,2719
Desfase,2022,Julio,623,847
A Contrarreloj,2023,Febrero,2329,4029
Contratiempo,2024,Septiembre,2409,2204
Latidos,2018,Mayo,2573,1511
Ciudad Rota,2015,Marzo,2689,2705
Marea Alta,2019,Junio,39,2232
Último Latido,2016,Marzo,2195,4781
Siluetas,2022,Marzo,1680,3379
Eterno,2016,Octubre,2383,3194
Colisión,2015,Octubre,1695,3738
Llama Azul,2021,Diciembre,3499,1784
Siluetas,2017,Enero,661,2768
Siluetas,2021,Diciembre,2618,895
Ritmo Urbano,2019,Enero,4169,630
Sin Control,2022,Mayo,4901,3594
Tiempo Muerto,2019,Noviembre,3801,3833
Desvelo,2025,Julio,2455,44
Ecos,2021,Enero,3321,2710
Renacer,2025,Enero,1596,3045
Caída Libre,2020,Julio,4126,1995
Fantasmas,2024,Julio,130,4859
Voces,2022,Enero,1670,1565
Siluetas,2016,Abril,4790,3837
Resonancia,2018,Marzo,4304,1106
Despierta,2020,Julio,3132,2911
Renacer,2021,Febrero,4411,3303
Después de Ti,2018,Octubre,4876,3749
Lento Adiós,2019,Noviembre,4776,3335
Callejón,2025,Noviembre,2617,3696
Sutil,2019,Abril,1776,1723
Alma Libre,2022,Marzo,4814,1016
Lento Adiós,2021,Octubre,1976,3478
Despierto,2020,Agosto,3493,756
Intermitente,2020,Junio,3622,2076
Intermitente,2024,Mayo,2613,1395
Llama Azul,2022,Agosto,2297,1091
Retroceso,2025,Julio,352,2566
Desfase,2019,Diciembre,3685,334
Marea Alta,2023,Marzo,206,885
Pulso Final,2019,Julio,820,4813
Claroscuro,2021,Noviembre,2252,4888
Cicatrices,2025,Diciembre,4499,352
Lluvia de Estrellas,2024,Noviembre,3645,2325
A Media Luz,2019,Mayo,3111,1280
Sombras del Ayer,2024,Junio,814,486
Última Vez,2024,Enero,1702,4931
Horizonte Rojo,2025,Agosto,1258,2336
Equilibrio,2016,Marzo,2205,1760
Instante,2024,Mayo,134,4557
Mirada Fría,2020,Octubre,4584,3804
Horizonte,2019,Abril,3845,2313
Gravedad,2017,Diciembre,153,4220
Tensión,2022,Julio,848,3044
Nostalgia,2015,Julio,4716,3406
Desvelo II,2020,Diciembre,4521,2028
Antes del Silencio,2025,Enero,2361,3539
Vértigo,2024,Agosto,3918,3299
Cicatrices,2020,Abril,4373,3637
Nostalgia,2020,Enero,1392,1895
Repetición,2022,Enero,4474,3780
Alma Libre,2016,Agosto,2782,3987
Horizonte Rojo,2018,Diciembre,4325,3256
Mil Vidas,2021,Junio,1738,340
Callejón,2024,Diciembre,3310,4450
Horizonte Rojo,2020,Diciembre,3127,2142
Desvelo II,2021,Enero,2092,3167
Voces,2015,Junio,2670,4662
Marea Alta,2024,Mayo,4868,1203
Vértice,2016,Febrero,3746,2009
Pálpito,2023,Diciembre,645,1099
Niebla,2023,Febrero,2550,3751
Espiral,2025,Enero,4975,3046
Latente,2020,Marzo,1486,1208
Nostalgia,2019,Junio,4474,3992
Resonancia,2017,Diciembre,25,1892
Pulso Final,2021,Septiembre,157,468
Siluetas,2019,Julio,1880,3441
Caída Libre,2021,Noviembre,4248,1042
Horizonte,2023,Marzo,3562,2719
Entre Sombras,2023,Junio,975,2044
Desvelo,2019,Mayo,3190,3423
Antes del Silencio,2024,Junio,4899,979
Lento Adiós,2024,Agosto,3218,3283
Sin Mirar Atrás,2016,Octubre,2006,4827
Cicatrices,2022,Mayo,2393,3808
Ausencia,2023,Junio,1716,2294
A Contrarreloj,2024,Abril,553,2641
Tensión,2019,Agosto,117,3937
Lento Adiós,2020,Septiembre,3845,3121
Horizonte,2022,Abril,1509,738
Instante,2017,Octubre,3554,2861
Sombras II,2015,Mayo,4192,1303
Despierta,2017,Noviembre,2609,4974
Latidos,2021,Abril,1881,3863
Lluvia de Estrellas,2019,Noviembre,2487,3116
Última Vez,2021,Junio,1693,1661
Despierta,2019,Octubre,2046,4852
A Contrarreloj,2020,Julio,1501,1229
Pecado,2019,Abril,3015,2323
A Contrarreloj,2020,Mayo,2118,1308
Punto Final,2025,Septiembre,4926,4532
A Media Luz,2019,Julio,835,86
Sin Mirar Atrás,2017,Enero,3797,4382
Claroscuro,2024,Abril,3523,2214
Fragmentos,2017,Agosto,1077,3421
Eterno,2018,Diciembre,1129,2017
Nostalgia,2015,Julio,2714,3754
Horizonte Rojo,2019,Noviembre,1235,912
Desvelo,2020,Junio,861,4185
Callejón,2016,Abril,2268,4391
Gravedad,2017,Noviembre,232,3323
Fragmentada,2017,Julio,1429,4215
Mil Vidas,2019,Julio,3126,3235
Inercia,2017,Abril,3832,2290
Pecado,2019,Agosto,4492,2618
Caída Libre,2017,Agosto,978,2787
Cenizas,2024,Septiembre,2451,4726
Latidos,2023,Abril,2902,487
Recuerdos,2025,Septiembre,4640,4677
Caos,2020,Abril,1459,1202
Voces,2020,Junio,3905,4711
Noches de Neón,2020,Julio,3533,2281
Sombras II,2022,Febrero,4992,1851
Distancia,2015,Agosto,709,4041
Laberinto,2015,Agosto,3998,1802
Fuego Interno,2018,Mayo,125,1821
Eco Final,2025,Diciembre,1490,4929
Pulso,2017,Abril,4601,4566
Vértice,2015,Marzo,2775,4598
Vértice,2025,Abril,3673,4155
Entre Sombras,2023,Octubre,3280,138
Equilibrio,2022,Junio,2825,2904
Fantasmas,2018,Febrero,3091,3073
Cenizas,2021,Octubre,4103,506
Eterno,2017,Mayo,3508,2957
Nostalgia,2021,Diciembre,840,2593
Corazón Eléctrico,2015,Mayo,4299,4526
Corazón Eléctrico,2022,Diciembre,3458,3869
Pecado,2021,Abril,3013,4245
Repetición,2021,Noviembre,3868,3450
Eco Final,2025,Julio,623,2931
Punto Final,2022,Enero,4535,3411
Eterno,2023,Julio,3752,3076
Desvelo,2023,Noviembre,3604,745
Ritmo Urbano,2015,Febrero,336,2963
Caída Libre,2019,Julio,4495,1276
Ausencia,2024,Agosto,1324,2201
Claroscuro,2018,Junio,308,4663
Caída Libre,2018,Febrero,1127,3585
Repetición,2015,Junio,4792,100
Ciudad Rota,2018,Octubre,164,3178
Punto Ciego,2021,Enero,3742,2452
Después de Ti,2022,Septiembre,773,1727
Laberinto,2025,Diciembre,2520,3169
Sin Control,2025,Enero,2600,1154
Fuego Interno,2017,Abril,4934,2150
Gravedad,2016,Julio,2838,3656
Vértice,2021,Diciembre,4963,2334
Horizonte Rojo,2019,Mayo,271,3669
Desconexión,2022,Agosto,2530,3652
Cenizas,2017,Marzo,296,264
Siluetas,2025,Septiembre,4317,4979
Latente,2024,Octubre,859,4079
Desorden,2020,Febrero,549,1093
Niebla,2018,Enero,2689,2733
Desvelo II,2025,Agosto,3165,1364
Resonancia,2019,Mayo,1717,69
Mirada Fría,2019,Abril,4526,3835
Sin Filtro,2017,Octubre,4381,3552
Punto Final,2023,Marzo,1613,4028
Horizonte Rojo,2022,Noviembre,548,4305
Ruido Blanco,2015,Septiembre,4862,4130
Pecado,2016,Diciembre,330,925
Tensión,2015,Junio,3434,721
Caos,2025,Septiembre,3483,341
Pálpito,2015,Julio,2201,4833
Lluvia de Estrellas,2022,Mayo,598,1951
Sombras del Ayer,2024,Noviembre,729,458
Corazón Eléctrico,2019,Junio,3235,4480
Eterno,2016,Mayo,2259,3793
Destino Cruzado,2018,Febrero,1751,4618
Intermitente,2018,Agosto,3795,1876
Instante,2022,Agosto,3162,2873
Repetición,2017,Mayo,1255,445
Equilibrio,2019,Diciembre,3861,1422
Colisión,2018,Octubre,2811,2999
Eterno,2015,Noviembre,2399,508
Espiral,2016,Octubre,3243,4245
Destino Cruzado,2019,Septiembre,1108,3194
Fragmentada,2019,Agosto,4837,4230
Fragmentada,2017,Agosto,4504,1433
Lento Adiós,2023,Agosto,4407,3874
